0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,5_cluster,6_cluster
1757408.8462308221,1.800664063865604E7,1.078262399657037E8,3.434118980117335E8,861134.6782069213,9.935482300622171E7,4.768411974409981E8
0.0,842282.9034238437,1.8900803830112923E7,9.006848984835854E7,2.053986717411667E8,7.120535701715106E8,2.0795617893829077E7
773245.7551701722,1327906.9535499576,1.2340651398489724E8,3.1867088668037397E8,4.324884904830998E8,5.531193143760525E7,1.1607809424331148E8
0.0,9453179.980789904,2.5300622784273237E7,2.3411704986530828E8,6.045373835896044E8,1.7477268687692847E7,1.5703324490037167E8
5708862.244965815,5.7419195008074164E7,9.80266401060439E7,1.1867426025756627E8,2.0881906981623462E8,1.9825602128155896E8,3.610160221899557E8
2.3393463300024062E7,8.802992689813101E7,2.206588381925508E8,9.769151485928681E7,2.861090968284178E8,2.934945406162817E8,3.854096619742212E7
746856.1476854117,2.8092159000544906E7,1.8473231252574018E8,2.070208647344852E8,2.98105098575961E8,1.7879562372563294E8,1.5050591601088375E8
0.0,4174052.468168987,5.604464198214265E7,3.831442226840203E8,3.0851415025025076E8,1.3741737480489936E8,1.58705192774802E8
1.884033046898128E7,1.1548141204838681E8,2.888764423606172E8,2.6681726571132776E8,4.756023588462275E7,9.828170985786533E7,2.1213898849498034E8
646197.8240198445,1.1334516750218377E7,9.322040454851167E7,2.950033852615365E8,1.1541138818729423E8,2.844725987952358E8,2.479548419776064E8
3.417427746899086E7,8.893048213016897E7,1.6888923433610147E8,4.906682977376289E8,7.408316077202748E7,3.392420652111212E7,1.573753446061683E8
4.3559987905140005E7,1.0801590786484534E8,2.0956450445130357E8,3.07902898846038E8,8.387691814757617E7,1.8107367782562643E8,1.140507442614599E8
2.55943005996942E-6,0.1358442226508509,411805.63256935513,433432.6008196036,5.610947680701295E-20,5322855.8638582155,8922517.135990676
0.0,1.9328731324055653E-12,2.2626224351738662E-4,3001416.945989258,2026964.1439906682,6555162.107858517,3507069.5188974934
1.0122338249742853E-9,1.4786238919615849E-10,90915.07185423003,9575440.929632472,2920543.322655186,80.53389680732771,2503598.619922629
0.0,4.592205725207654E-4,566.2629266861558,3996333.721352825,7581558.944001906,256474.3674666671,3253645.6333163287
2.0753432192269274E-10,9.620288818928777E-6,831312.2775822738,1011720.3831687088,3907797.7710536257,1805171.1441499991,7532596.381627218
6.881705023668766E-14,4.031780485037272E-7,6305409.469243841,1016511.1809107019,2889639.0045604026,2106637.45888222,2770375.982916738
3.55326394884333E-17,913690.4313064599,1359664.6918716745,3319403.1591599286,5444947.404329825,986024.4780678665,3066006.047273077
0.0,8.694438931216585E-9,0.06264948244571134,7330759.803970944,2142871.925989639,0.19835213047809042,5616115.943811612
0.007257261165327312,70931.76388038298,860054.7087466753,8542140.2714285,3662174.67134602,43263.54034548024,1911135.9769617857
9.991707140137874E-12,2.473870067101359E-5,2.877629414875098E-4,1.4401423748939265E7,37935.51160294446,0.055381147910483645,651020.6489480882
2.4165615391096367,22.59794331765924,5529778.00006148,1237261.445956531,7783.63019078998,2578971.9484708225,5736583.798892592
2.5848418046379135E-6,15.786421945757827,30593.34994511371,5915820.335578553,844097.3571674628,4473255.073542611,3826616.842416264
10.750661386423358,4487.239320248248,5382497.665026448,1.3488826788735408E7,3.0622037550409925E-7,1.455948817152893E7,4.376404579233653E7
0.0,0.002892567575490883,127.73395999468886,1.1833659421064503E7,1.2337005453339694E7,4.8602495021537185E7,4426075.64459183
0.10046733730910021,0.035667844892369294,1149873.4382405987,3.618995451790498E7,2.575827898665939E7,135374.90262280215,1.3965706181469105E7
0.0,131.25780367777935,270274.25316637184,9648503.280278612,4.776040375121355E7,936034.0986742482,1.8573612398041036E7
0.044054529486048884,31.038545079153067,1819009.0919735886,6525141.0571718495,2.1961992754320737E7,9388074.232338138,3.7494808145104066E7
0.0010633573720499985,6.424024347336778,1.9447150979661226E7,4247425.4065344455,2.5922970055683855E7,2.0160089251292963E7,7411287.075685736
5.8084313660329655E-6,5375584.40113147,7737890.522427517,1.7025744807493687E7,3.165307661577194E7,3900271.1986633358,1.1502311928724596E7
0.0,0.4430968951760797,5632.750658349098,4.164420909610688E7,2.1950273067206364E7,9528.84024677053,1.3585295052122056E7
1358.1296788971151,3446116.2513280567,1.2628397843758743E7,3.735523345112408E7,1.3954789428625103E7,1470623.1794663887,8338180.596278392
0.006669932664317245,35.26161381184544,425.4970578495351,6.6683206682031825E7,7853904.50359839,8237.225326724536,2652362.896020851
17072.50678264631,95961.66579646413,2.0447800940154344E7,2.5096615767739713E7,2225454.363042114,7906560.739686893,2.1408828895611268E7
15.472012224699974,62374.74118334398,2632546.738663825,3.036469514209115E7,6523317.934361506,2.821804294245806E7,9397275.455030488
76556.62453417157,1395393.5187477844,3.0162822364927523E7,1.1414076246400575E8,3.009331735939761,2.7680689811046906E7,1.6505507699189767E8
0.0,413.98905279545363,377656.9267725806,3.1780947692166824E7,6.501345905659351E7,2.3578008391811663E8,5558773.321895438
3610.821076456619,2158.277519462885,1.7494288928672593E7,1.125951395939438E8,1.5914858945373482E8,7702472.564996856,4.1564307412201725E7
0.0,221742.63546502954,3623017.645251568,2.5309411212806575E7,2.2299554664864868E8,6978396.926180684,7.933759834411818E7
2788.3862191960675,269093.30371426867,3.294357980918179E7,2.3078310031188533E7,8.201627622936109E7,6.073222134899324E7,1.3942387106018618E8
670.5516951538909,132058.3243242348,4.593649633839861E7,2.1930506086748876E7,1.244002002477837E8,1.2727968286141174E8,1.8785968132283352E7
9.90049076671356,1.5866215717020912E7,1.975853967078761E7,7.391529517377377E7,1.6588409895204347E8,2.4180067154486105E7,3.888744734550396E7
0.0,12885.686872219718,4285628.313113637,1.9185906714980793E8,9.017774332305515E7,7214805.508348007,4.4941806019118346E7
2156113.3055036794,2.73184210935823E7,8.539190067451496E7,1.2549828244239698E8,2.5321010772230696E7,1.914876841593195E7,5.365638530824244E7
645.5095217707421,194361.61688648863,2241522.8258475503,2.1360801296260992E8,5.816840913957837E7,1.2490558077842351E7,5.180260140705402E7
895767.4131726071,7101340.135178823,7.87946514029199E7,1.62534177102093E8,2.323475446067191E7,1.5682195660324294E7,5.026376393464412E7
182188.36222245835,4958745.219211375,4.972236813972293E7,1.43470172695309E8,2.1950137693543687E7,9.516370248594588E7,2.305921947416779E7
1867410.0673432865,1.1317619057971736E7,7.888059784859402E7,2.9850623922016156E8,2529.62366217816,4.7289415356402546E7,3.7402607775504774E8
0.0,80475.78039184156,5822082.747158288,7.31255890290214E7,1.4635429320552754E8,5.720843622479408E8,1.4423157738550868E7
360995.9110300681,294668.07319547475,6.326850529497524E7,2.3274070607672414E8,3.8662299277654254E8,3.2534550100237414E7,9.606570250692512E7
0.0,3588756.4361211318,1.8742386222281687E7,1.1411919173933224E8,5.0638469059253836E8,1.3655134180380456E7,1.5529041036544165E8
417563.425435592,1.1893137767940281E7,7.804376576651607E7,7.63238704503839E7,1.745565217447076E8,1.5657244455186924E8,3.1397429053207374E8
245248.65228640265,1.1655387955584718E7,1.690430894502667E8,8.970958705247921E7,2.300537950942537E8,2.712462470623108E8,3.982689934079704E7
4777.810988453499,2.646389368560098E7,9.000169596873035E7,1.667749148201151E8,3.317669809844011E8,8.825490204173855E7,1.0857565367054766E8
0.0,1186138.9212488467,3.2933881537721947E7,3.684969188023233E8,2.3152421863802648E8,6.711327629882781E7,1.1058901308481637E8
1.9271882928643703E7,8.143990934102985E7,2.1422510590865326E8,2.3705982764039052E8,3.584605453627582E7,6.712285363646415E7,1.56875287209059E8
106464.70844025347,6335246.256554362,5.636303674849777E7,3.208027821815567E8,8.011390212818938E7,1.495900843485113E8,1.9856592198358116E8
6997740.407418327,5.4648623818039484E7,1.5692747225852433E8,4.1726919734539366E8,3.687414599115949E7,2.7896799069757115E7,1.1126475074810086E8
1.0064018995583532E7,7.092332655840011E7,1.4330447196498272E8,2.99314392481863E8,5.0823530735426106E7,1.804365043958369E8,5.701220559407936E7
3329586.2587588397,3.5289815288602054E7,1.708569949462451E8,5.725953689265195E8,765618.4283013383,1.5057446553578258E8,7.952689832263551E8
0.0,1761242.7365529917,3.243322734885945E7,1.4887015462662664E8,3.249348721956792E8,1.1883992762314088E9,3.2282046145775974E7
1653451.4044829777,2915104.0918639028,2.1761900865278745E8,5.1998660129327047E8,7.167862641546016E8,7.560895677252433E7,1.9410815314600706E8
0.0,1.88862594298246E7,4.2877562066528976E7,3.977478514371538E8,1.0102319280324755E9,2.615558322970842E7,2.3255970765455294E8
8852078.863047045,8.748783413266969E7,1.63066735728229E8,2.0629287480166015E8,3.3592913859198695E8,3.4167185273607963E8,5.85161018887557E8
2.6373953251386903E7,1.4881948799693066E8,3.8951132165323305E8,1.6300401255085462E8,4.604785722709276E8,4.82494567006675E8,5.77758923944177E7
747199.2565414503,3.947442207856328E7,3.14922768690326E8,3.347839425841559E8,4.685476430120142E8,3.1691604170545864E8,2.531936960627602E8
0.0,7331465.916718952,1.0289319679108645E8,5.93099410566041E8,5.280301974272253E8,2.4590048446263766E8,2.513321825235512E8
3.3382408662070297E7,1.9918975896187982E8,4.7483222512581694E8,4.2672769507826793E8,7.319453147720304E7,1.6334580653259704E8,3.579098490332836E8
1434185.5118114904,2.309154955728073E7,1.686067923302761E8,4.223967045282413E8,1.7559713963470358E8,5.129103249166536E8,4.2461958439122164E8
5.757694182594987E7,1.6275877599347612E8,2.6026370336648655E8,8.361609898515266E8,1.0971391470033666E8,4.595478247731555E7,2.562297508552435E8
7.633395415157671E7,2.0357158409941167E8,3.5071768328167015E8,4.9499705923140115E8,1.3861621263618845E8,2.764172295901825E8,1.8800430532645094E8
