0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,5_cluster,6_cluster
1275536.4734198,1.5407800295026518E7,9.130914731565969E7,9.138295814593525E7,1.7684373772829673E8,8.533889063996692E7,5.86501271989454E8
0.0,495312.53004123,1.708952953332354E7,7.16319669402809E8,1.2158801756442163E7,2.6308789441123986E8,3.890822875454977E7
700069.5870556438,1336865.79007908,9085466.535202678,1.2637182951138596E8,3.885451164669834E8,1.2124644551686014E8,4.0077127613043976E8
0.0,6401225.278300984,2.1941115080006015E7,7.381031460632208E7,1.263404458486985E8,4.682590662005631E8,3.511665827941494E8
7067277.33475076,2.685382632257397E8,2.49697818749115E8,7.810552121696538E7,1.7762323662330875E8,1.9812501771323347E8,6.876293604127435E7
2.0832777943562154E7,6.988755298347701E7,2.169619941279247E8,3.257073289076191E8,2.39692336453832E7,3.3670129806264013E8,5.385816122151384E7
667348.2176368252,2.6301960062572103E7,2.1678900897704458E8,1.677140962338059E8,1.9246097564329162E8,1.493975861301725E8,2.946678554564097E8
0.0,3857225.0326082907,7.369546795245314E7,1.0628117585130328E8,2.3953258787803584E8,1.0576790215337622E8,5.188652760965133E8
1.964426814789092E7,1.1761057528581011E8,2.91202252175799E8,1.2821375551959653E8,1.7453747558494246E8,8.471399601918104E7,2.3207406209355986E8
923129.0975655674,1.49007792813126E7,1.2270519933119339E8,4.242233992708813E8,2.1713777920806387E8,6292386.823792283,2.6186066033161217E8
3.566111356359444E7,2.0552062545022357E8,3.9664704013210344E8,1.0584170661265473E8,4.54406407949477E7,5256139.691285917,2.5367773732738626E8
5.611512808244896E7,1.1545716661997825E8,2.1625436803929538E8,3.6297764101344335E8,7.555148639988972E7,3087480.358670931,2.1860136878826067E8
1.7379562795815045E-6,2.325392739054615E-5,411805.76551982365,4136236.617106314,1555165.1848607683,4.051953910793065E-4,8987403.801167855
0.0,1.1245061971004123E-12,1.3790971452053898E-4,7181970.20323257,2301020.5054051373,4350760.262430209,1256861.745755634
9.566001156117633E-10,1.354177939540768E-9,12974.757988911826,486930.38836481253,2393531.0146931843,2935226.3003460956,9261916.016567621
0.0,1.884299410913685E-8,566.2618759095793,1149526.5726917423,3132613.406543429,7348464.0696072765,3457408.6188056595
8.014915466321055E-10,228270.95403411673,2096255.895695108,1342258.5474737007,5755775.370855493,3726458.847147786,1939578.3423853326
6.383053996497976E-14,5.3459982203889186E-8,2082666.2728751486,6811951.5488390755,1429087.8636224037,3449120.628435632,1315746.7827416344
3.551373347570937E-17,511493.5948371166,1206749.0538555982,1631159.5894375555,2218863.747405192,4803510.752434224,4717959.474039035
0.0,8.694438931001144E-9,0.050387721748198486,0.5564199045701058,3363804.757712628,538896.1115285641,1.1187046458724141E7
0.0029139156117317915,12679.502717499683,616878.5442115921,1118313.3576693137,6186576.962027054,12651.274291504884,7142601.296135878
2.369411340191143E-9,2.5038961022550608E-5,0.0012642416504568797,0.20016579965713316,5591814.068424926,2.435132284378383E-6,9498565.695301441
1.4473782174529068,764206.9598443225,8811477.602184374,4092841.6024253787,1176172.0097943551,146.52377764980318,245557.6926728466
7.923060760266847E-6,14.989516065506157,1375498.5851882843,5128925.551564365,3654943.9404063905,39571.81515779,4891443.863233392
7.246289035722088,50.98562729706686,5386524.758737641,1.2015273433736946E7,9774066.330956485,342.517585266527,5.0023091134687245E7
0.0,0.0015567207242742425,93.50887432679897,4.910332092018625E7,3300012.4467737935,2.1534785741733685E7,3261150.6582587
0.09309578590478458,0.10248949350060174,34444.0070281094,4036021.0987177314,2.377752362081794E7,2.061259602809007E7,2.8738603212789465E7
0.0,0.8912743077545626,270077.5744917058,4499197.650176034,1.5899889735695286E7,4.204843556936882E7,1.4471357618172605E7
0.1047648874013638,8093381.224845696,8986560.958594866,5181132.740602614,2.7538087262386702E7,1.9197065979951415E7,8192828.092366288
9.450803153723571E-4,1.5600987738622318,6941743.171657403,3.495905942673324E7,4096352.528856878,2.714103401360131E7,4050738.4920523893
5.752021786372261E-6,4508929.582405578,8157246.531882733,7435885.502422137,1.0432690397472719E7,1.895702227356087E7,2.7703105186465576E7
0.0,0.44309654812377586,4563.635273559062,21630.99584150035,1.1711922825769905E7,4638534.604427713,6.081828674503258E7
891.5498971040054,2888275.3027255214,1.2360357384339157E7,5121887.530817981,2.0196033114268787E7,2296225.555562224,3.433102844264088E7
0.11205413361501632,37.34998984483869,967.1764725985981,22910.18826445872,2.8046967846919656E7,9.05966560481211,4.9127280338955514E7
9424.8643833926,9632393.064947907,4.2706895620857224E7,1.054247070850684E7,6133341.643426564,253554.34981899298,7920214.626874854
38.98923915134643,61137.9705375881,6538290.507487633,3.979208001730997E7,8080204.895230455,611139.5367740474,2.2115376509217557E7
