0_cluster,1_cluster,2_cluster
4.3934022739452624E8,3.696183675067642E8,2.3910074768646038E8
5.1406003745064974E7,6.126963358265525E8,3.8395709681678706E8
4.9630361674252346E7,7.395843338794111E8,2.5884237398433542E8
5.988043207446762E8,3.8187849869658184E8,6.723593036678937E7
1.9125714526219064E8,3.1014241161274743E8,5.465205140294654E8
1.4527272567481425E8,5.149564352471867E8,3.8768918597010386E8
2.4063606514453557E8,5.594823515745019E8,2.4788041400190023E8
3.122829054095358E8,6.424808696667287E8,9.323585988802013E7
2.6096442707262963E8,2.8284833136789614E8,5.041836263862503E8
4.5014354649852175E8,2.738386028811105E8,3.240611839647932E8
2.91537710103607E8,3.155084523989096E8,4.409988410696906E8
2.64220637535207E8,3.476386325839075E8,4.361853691828741E8
807474.3119184112,1.3037724727899676E7,1245412.3292670134
520564.17411436583,8951498.805566253,5618549.737281432
199690.1041593879,1.3550829318443531E7,1340059.0553572555
8378852.675998554,5132704.045266518,1577022.20825827
4658464.79052364,6125374.293976008,4304758.87309123
1295311.1743195509,9589788.435769038,4203473.486425379
83628.0027840747,1.30576080354498E7,1948500.173774285
3472764.2589679747,1.161698165204117E7,2.0237639538530185
2199561.822087119,1.1984677301778184E7,905461.8161007536
1.4920692426990297E7,169687.5280112401,0.01018237235511186
3395496.628502181,3903578.6487070103,7791328.560866497
8556307.817031026,3957264.2118547293,2576826.7161884727
2.3711499101013303E7,4.537618774307045E7,8111669.56352119
979845.9193816518,3.6967505881327756E7,3.9252011476683185E7
1290940.1268264516,6.4176056613280356E7,1.173219142289849E7
4.9477898452459894E7,2.378586840272064E7,3925192.183972861
2.58601803091223E7,2.998945234397468E7,2.1339423710416473E7
1.1562036724807188E7,5.214846937764799E7,1.3478423091482218E7
2856293.271177793,6.2355909840567164E7,1.1982676362461288E7
3.0637758979908947E7,4.652731390372646E7,29866.365796763355
1.886759859053253E7,4.260238310858731E7,1.5724717181132449E7
7.66144640255064E7,581174.5522160236,2533.4945966624155
1.7842567865600612E7,2.160572597938175E7,3.775000103382465E7
3.1179393428773526E7,3.348194729055752E7,1.2536927706452418E7
1.4948613896210077E8,1.4946754433313915E8,3.955762148925042E7
8159104.632545988,1.7453361981312257E8,1.5581861045893627E8
1.2422958221460043E7,2.7160977861609644E8,5.447783021459235E7
2.1993341494788653E8,1.0575099953792983E8,1.278129892665204E7
7.28641906590239E7,1.3706898649267516E8,1.2853296301714669E8
4.562439832337791E7,2.344150951619166E8,5.84260890573511E7
5.3257130766492784E7,2.4963783027340806E8,3.559671287420574E7
1.4482681582322004E8,1.8353383373419386E8,1.0131286442905396E7
9.89917488995433E7,1.0952982651444936E8,1.2996930659840877E8
3.130235463420899E8,1.824997200655518E7,7232593.190696215
8.261575958178107E7,1.1123688440132912E8,1.4465400612588376E8
1.083763134251834E8,1.3826326914551067E8,9.186695149942827E7
3.6737173197811574E8,3.209582545847144E8,1.2355990236633874E8
2.027483948273687E7,4.5070674550433725E8,3.409083757615239E8
4.863397310697071E7,6.166453288497615E8,1.4660881878288808E8
4.87146762143955E8,2.766586602225687E8,4.797514716958359E7
1.6227782300711808E8,2.8535898617917085E8,3.6414478505263376E8
9.492851262049872E7,4.685003113658321E8,2.4835143062165305E8
1.6504630821689588E8,5.1532327040986603E8,1.3147324035536122E8
3.0238968852897257E8,4.499776863497314E8,5.94760724042698E7
2.1382708779901114E8,2.2835783609366336E8,3.6965599730784607E8
4.93194392109335E8,1.6461878847928008E8,1.5406425776671112E8
2.260004269275478E8,2.502449943703457E8,3.3563330834049135E8
2.2144703038542497E8,2.978434606606182E8,2.9258795968013227E8
7.409076375314558E8,5.952899216155318E8,3.924832734635594E8
7.958354181377146E7,1.0244683001828637E9,6.246289772882406E8
8.399814386201757E7,1.2032988449620051E9,4.4138055069150317E8
9.892595526488123E8,6.260023396329322E8,1.1319699956849515E8
3.1195459983951604E8,4.993165935522426E8,9.171903403494667E8
2.392883927449658E8,8.273414953705487E8,6.618279190089065E8
4.135516684399311E8,8.921329206548998E8,4.229011242949772E8
4.908331038845515E8,1.0686992257546786E9,1.6905460804804492E8
4.2204986920118356E8,4.640536490916155E8,8.424787565783021E8
6.493678282135222E8,4.902531332071121E8,5.890353194495592E8
5.0153501258426803E8,5.068329009777018E8,7.202909455083506E8
4.2764513510410625E8,5.558651986635137E8,7.451476945492665E8
