0_cluster,1_cluster,2_cluster,3_cluster,4_cluster
4.41179342837316E8,2.596447872853468E8,2.286949979678768E8,6.357298126959931E7,5.4967233227619275E7
7.347574689221926E7,491097.2536917773,7.17095691025133E8,3919922.0641363924,2.5307697915322202E8
2.958867916429264E7,358788.02110547695,2.759926033225703E8,9894401.004068745,7.32222598025953E8
3.942064684849778E8,4.07047641307541E8,4.64147238489345E7,1.1574619164352752E7,1.8867529700224304E8
1.5475426911940575E8,9.881093116263685E7,1.8070045327951542E8,4.3010866763791746E8,1.8354574970492205E8
1.9655308807076204E8,6.0974150394871965E7,4.194861965292682E8,1.4254647514463282E8,2.2835843675258237E8
1.9850915079647392E8,5.3193817983954035E7,3.066830908711945E8,3.601672652729016E7,4.535960445420351E8
1.8873736004503006E8,7.30128518460117E7,1.558517288684279E8,1.4228502909971084E7,6.161691912948468E8
1.9183479096018884E8,1.4838402506266353E8,4.191079920541698E8,1.6266435372012904E8,1.2600522302963333E8
7.095101196954706E7,3.9764869690834075E8,3.30332186434462E8,1.3665610443717951E7,2.3544582758835757E8
1.1010695722535384E8,1.8489804559628305E8,2.9041914203896976E8,2.799693107579241E8,1.8265154795367515E8
1.088409759618591E8,1.5908781370255762E8,3.303878423495383E8,1.8189678419430962E8,2.6783122309373188E8
8959468.16167271,329906.76189639716,1836866.2058833907,63066.89315642182,3901303.346475599
1.896673028614673,2.49929141125394E-17,7898615.400519735,7.864037031666975E-6,7191995.4197608065
2.1533676234024646,2.356835249591861E-20,2084893.1665477909,4.126784837756262E-9,1.3005683158044904E7
4444107.525231382,6362844.95660509,570.5835008212557,6.753624599559911E-4,4281055.863511471
3442662.7610531305,1476845.6544238813,4235319.159662296,1098425.2296133493,4835345.152839264
3331114.867452356,116.67604637634157,6557892.059834521,3.691956712335934E-6,5199449.493176891
4358264.3963957345,0.17886842744213186,2525671.5968454536,800956.8597454163,7404843.180153289
3542971.4062803513,121533.12944139483,1.540324999895434,0.009117615593675625,1.1425241849608535E7
1.0585900041182924E7,110415.69434577407,903093.2592982546,71176.7482219008,3419115.1969177984
504044.30247960746,1.458633555470988E7,0.005262935681271876,2.0637297001726092E-5,0.1027109155061889
3881049.2279964224,55165.245086695446,9245350.655370539,922419.748370463,986418.9612525208
4018098.8901062934,3753631.19069999,3687966.2641310086,15.152559648362647,3630687.2475770433
4.2579840864138454E7,1.3222270468443394E7,8428816.787539653,1492633.4534605164,1.1475794834028753E7
41983.799539867054,4.08107868970343E-6,5.0367358301266596E7,16.10152394944151,2.6790005075040363E7
31260.077809573944,1.331416674388453E-7,1.2935247384777488E7,0.44595292881467313,6.4232680254470766E7
1.6181160063108452E7,4.068542572052854E7,312713.3406653329,216.3682803340407,2.0009443546576306E7
1.4521287746910857E7,1.3895995339722628E7,9696224.813012064,1.3947191782341188E7,2.5128356681527257E7
2.400611882701337E7,251826.72144129692,3.0446228953899175E7,23.310318539697043,2.248473138126118E7
2.610180018571083E7,6872.503639011025,1.2295879091128483E7,3343296.948468339,3.544703074526453E7
1.6474556323155321E7,5970290.419728752,34134.768005720594,1077.5715705039604,5.471488016697519E7
3.8491836762876816E7,8605230.241944704,1.3801607214970272E7,3868692.485592614,1.2427332174875122E7
1708078.226005354,7.547470782123686E7,2277.0103503983632,30.982368401822253,13078.032362655973
1.4562861926529992E7,4931865.221942664,3.318799606314896E7,1.1772448879077328E7,1.2743122788117599E7
1.108648377190682E7,1.8744598410110928E7,2.3594803165036175E7,63168.89555658831,2.3709214183176626E7
1.6081658224928287E8,1.1075867802839671E8,3.1115414069315407E7,1.5011540246605974E7,2.0809090190889947E7
9818306.982334478,6.9341358842716545,2.3718401256107128E8,81474.17770550451,9.142753424935174E7
7529816.365246726,1.2471963164433726,6.0005705705575295E7,19880.71567350884,2.709551630184552E8
7.78441978273319E7,1.7132955951805544E8,8783979.22143115,383855.4388026199,8.012412140684673E7
5.781043770250804E7,3.963326179370877E7,4.8147328603230834E7,9.833543172838405E7,9.453968034101766E7
8.262110872257644E7,7972951.568711443,1.2564092151995811E8,341813.9130172764,1.2188878681837916E8
1.0254502660755709E8,3127505.3745611333,3.009947292780997E7,1.3301721213420954E7,1.8941794779075983E8
7.325080269801864E7,3.0008419386599537E7,1.1568940708846625E7,952802.1895326417,2.227109710173231E8
9.72287789555469E7,5.3588083276745856E7,1.0749966336572874E8,3.948748656651587E7,4.0686869847866416E7
1.1962707542613005E7,3.03009592303116E8,7207775.411168302,193796.2846718278,1.6132239997772725E7
4.8907922920508176E7,3.715336770757312E7,1.0324625276655206E8,7.876829279530723E7,7.043081391906595E7
5.8000406545814864E7,4.8462377038035035E7,1.2401584848445421E8,6956106.541034535,1.0107179546078324E8
3.605165003737153E8,2.587998108478108E8,1.0464241759592426E8,4.593868218373838E7,4.199247792798938E7
3.188463568977736E7,3295.536110239425,5.70725210434791E8,1488753.012246692,2.077880660756611E8
3.5945600677351795E7,1022.6643496558132,1.653912941187292E8,2399325.807593609,6.081508774715924E8
2.6628676208250687E8,3.412459806570309E8,3.398619650883273E7,4798894.114511058,1.6546273617320424E8
1.2187896249414383E8,8.893477113000476E7,1.2771315180158229E8,2.926078171461079E8,1.8064689166707313E8
1.5808036163315535E8,2.327643924677115E7,3.810004824218151E8,2.4350433707288396E7,2.250725375989429E8
1.8596507208688134E8,1.8741725956139937E7,1.4840398022707915E8,2.5529604101841237E7,4.332024366101827E8
1.4695942213925013E8,5.920658160487711E7,7.484648627940498E7,6632972.532054072,5.241979847273722E8
1.6965522579660887E8,1.1634671500038256E8,3.0970261562675977E8,1.1866908562939392E8,9.746727914737394E7
5.203402200298646E7,4.5080566443589747E8,1.507146327716844E8,7119008.52456208,1.5120411062019673E8
1.1546994640766644E8,1.20521271654624E8,2.0831402692526448E8,2.2639256390284353E8,1.411809207480008E8
1.2234707674811533E8,1.0137059635629113E8,2.78199596984234E8,9.571576112166551E7,2.1424541951586884E8
7.295052154766803E8,4.330100512795849E8,3.7296058295512486E8,1.0941659922094885E8,8.378838367821482E7
1.2122098542707653E8,491364.34459161473,1.191087285736422E9,6935764.553488828,4.0894541922331285E8
5.0055973799657196E7,300057.44595863135,4.5273241132332426E8,2.147844156127377E7,1.2041106553853178E9
6.770982258141887E8,6.633809724924402E8,7.695460029421139E7,2.208234821783017E7,2.889427450315801E8
2.4947386967842415E8,1.5854805005177626E8,3.026203625996289E8,7.256769057222334E8,2.92142345689164E8
3.121835512344103E8,1.0620408397834226E8,7.086220412017598E8,2.377738507781243E8,3.636742799318059E8
3.060869999189782E8,9.40661663780829E7,5.367865137690007E8,4.97022582009456E7,7.419437751228156E8
2.9180815735966724E8,1.196183226785383E8,2.8207924496436846E8,2.502550035653904E7,1.0100557123281635E9
3.041363971049739E8,2.380397733527693E8,6.990878054898822E8,2.784380568257537E8,2.088802420977431E8
1.2077571047341323E8,5.613703363404169E8,5.942962999845189E8,2.665146094259538E7,4.255624731292471E8
1.7665214828692937E8,3.2856631954597175E8,4.548934361058529E8,4.746707087838749E8,2.9387624634768987E8
1.723458950041446E8,2.6363865914393407E8,5.3124138659343046E8,3.317058668511833E8,4.297262207241968E8
