siteId,site,field,distanceWeight,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11
Lovelock02,Lovelock,02,sig1,1.2843031131059808,9.200288259306758e-11,11.118961703718973,1.0785280068645467e-7,3.586165485756021,506.95871844093386,865.6945196050825,268.3903572761259,5.438061698244619,2.4004970749082175,27.135033999271442,4.555597348202475e-7
Lovelock02,Lovelock,02,sig2,6.157974656369109,4.8709053757155636e-4,67.26980460172022,0.01952240799772682,54.32692202644639,1852.113976707633,4407.529169201769,741.477130559251,91.88012753629688,18.997227647767023,1416.2251562233405,0.07581826804182171
Lovelock02,Lovelock,02,sig3,12.140793991165934,5.812424465268236,127.74998946999266,29.52466558776642,260.84155762128063,5880.43932168467,17626.519104298357,2000.335606906548,659.5321115628335,56.553868207183996,11206.6153796337,90.22772899701948
Lovelock02,Lovelock,02,sig4,13.889538964024892,411.69741601034804,138.437994780735,213.68073312580728,408.64522326484985,13353.996549184114,34305.93544647476,10509.933906860057,1848.354357377736,306.9999247018637,29010.677692345347,512.7664739731407
Lovelock02,Lovelock,02,sig5,24.835225856089185,7704.623942041135,141.19731303704134,274.84757762546957,1343.5825195754553,21118.153430052378,65086.80714656569,37715.457488040964,5697.286780869127,2377.6568756357296,51117.84157791065,1245.2143022945654
Fallon01,Fallon,01,no,2130.858823529412,10103.478431372549,18918.631372549018,880.0980392156865,6427.78431372549,76391.89803921564,80458.32156862745,34654.16078431369,40789.32156862745,8768.69411764706,67314.1725490195,2895.898039215687
Fallon01,Fallon,01,const,475710.1076496635,2606466.7325687218,4576632.8223807905,382821.1048997672,1724040.3701057949,24473376.959598403,37293593.70287673,8308454.538495315,15755390.53290772,2199152.3768367115,17386182.940837905,1228784.6759637564
Fallon01,Fallon,01,sig1,10.118287047850641,25.525941498533008,3.174441639448287,0.433096228403605,0.0014704016842159592,468.8456371319681,892.8474802248337,87.10444756036378,160.37119681423516,22.84215571613355,0.0396811862710425,4.432773482325671
Fallon01,Fallon,01,sig2,50.365236342479555,357.79928162009776,45.12201923042273,37.36687733518138,3.172328270377511,1978.5951982476613,3977.0777415459897,766.478907756776,1065.236447306212,144.62640258589684,24.91048486645983,123.87326674495539
Fallon01,Fallon,01,sig3,180.28986276454089,1242.4516741257964,550.3509120695685,165.5519371763388,114.88714221278983,6992.847785731479,18898.324047619117,1999.9676423283645,5606.85586181838,386.22795622922644,890.9554360789048,570.7868671581615
Fallon01,Fallon,01,sig4,272.26964353197724,2127.525568962742,2104.659008386314,322.2280772064986,883.132080515068,17480.305459585197,38787.062226749505,5074.038827556822,13520.799806618421,1131.479464081153,7368.9857110561825,1107.1566758725667
Fallon01,Fallon,01,sig5,689.1518031696368,3565.3604034291457,7852.300557835934,656.0919283446162,3085.2352144494357,40380.258090733994,59108.84537060672,13069.696457566373,26360.079582569706,3738.0037896832882,31516.36234370504,2002.9825002420052
Fallon02,Fallon,02,no,2518.070588235295,3055.278431372549,31602.36470588234,3154.760784313725,2816.2078431372547,92127.21568627439,108041.05882352943,15515.450980392152,66110.3725490196,3846.996078431374,17589.227450980386,3322.0509803921573
Fallon02,Fallon,02,const,692206.8405140609,618807.1980020588,15291448.96921105,866541.0852137252,933834.8750701846,27062191.976390783,38580621.15507746,4338974.6210307125,20821099.523448776,1092395.5750423614,5235051.179529055,866302.6308713736
Fallon02,Fallon,02,sig1,0.7053291024231972,9.006614773901187e-7,465.7572671580508,0.3518837576943948,9.579689832278016,254.58299523464575,581.8002721243414,5.449875702923526e-5,340.34933930288884,1.9609058055858374e-5,1.528377054571244,21.526334092672588
Fallon02,Fallon,02,sig2,6.805291685122719,0.05245946786395049,2315.558802187797,22.200624507227264,49.60597319574672,1058.7581038656222,3119.55244914447,1.694548917723215,1902.5377270028016,0.5713766235232056,3.944887773635822,92.59297292935601
Fallon02,Fallon,02,sig3,183.36638803026253,25.960720520333066,8481.858130007424,384.0889013612828,193.5425172817129,6428.70224717913,12747.64930305233,565.6606619297077,8043.549655833543,210.21527722963015,119.30742045388234,212.32444593091765
Fallon02,Fallon,02,sig4,435.2872037428719,287.23209842770336,15213.824631226975,882.53119989161,787.8592624327337,19149.086851880777,29928.928991033048,2726.382011910964,17022.51272280597,838.1374859009064,2482.4151702835843,416.5804857975332
Fallon02,Fallon,02,sig5,1157.933354700642,1092.1736514704187,24140.989724403098,1297.9847957232118,1600.9455379352185,45024.34190734509,64417.77815734678,7721.686554600113,32543.80503721426,1851.0442686246054,9689.870129211653,1467.4299054483495
Fallon03,Fallon,03,no,25490.827450980392,14643.152941176473,12836.945098039223,3106.301960784314,13422.533333333333,71746.84705882354,26304.47450980391,54926.05882352941,47977.92549019611,19971.984313725497,56117.96862745099,3290.619607843137
